"Pred","Year","Site","Area","PredSize","Prey","PreySize"
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",49,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",36,"Not Feeding",NA
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",47,"Not Feeding",NA
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",37,"Not Feeding",NA
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",51,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_01",21,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",44,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",44,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",17,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",12,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",33,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",10,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",14.5,"Not Feeding",NA
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",40,"Not Feeding",NA
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_03",17,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",11,"Not Feeding",NA
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",27,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",31,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",59,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",11,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",18,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",10,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_01",23,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",17,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",29,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",24,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",47,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",11.3,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",45,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_02",25,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",29.4,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",33,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",26,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",39,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",24,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_03",20,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_03",18,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",27,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",20,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",27.2,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",27,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",16,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",32.8,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",24,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",35,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",54,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",12,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",22,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",9,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",35,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",12,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",26.3,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",25,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",41,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_06",23,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",25,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",32,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",19,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",11,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",27,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",12,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",21.1,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",26,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",19,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",17,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",29,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",48,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",22,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_03",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",46,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",26,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",42,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",43,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_01",13,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",44,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_01",25,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",40,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_03",36,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",22,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",21,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",10.4,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_03",26,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_03",34,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",42,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",42,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_03",38,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",27,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwindNWPlatform","General",50,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",20,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_01",15,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",37,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",34,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",40,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",43,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",24,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",45.1,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",10,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",6.9,"Not Feeding",NA
"Haustrum haustorium",2004,"Red Beach - Whangaparaoa","Area_04",45,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",9,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",47,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",30.3,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",25.1,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",39,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",52,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",13.2,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",35.2,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",48,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",24,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",44,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",35,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",36,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",13,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",11.3,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_03",34,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",42.9,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",33,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",35.4,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",8.6,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_03",35,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",8.3,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",43.8,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",17,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",13.4,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",41,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",51,"Not Feeding",NA
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",30,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_01",20,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_01",30,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",10.5,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",20,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_01",25,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",34,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",29,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",11,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_01",30,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",23.1,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",34,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",18,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",23,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",31,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",10.6,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",28.4,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",10,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",27.4,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_02",22,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",27.6,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",34,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",35,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_06",46,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",44,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_06",40,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_06",41,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",24.8,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",33.2,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",32,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",26.9,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",20.7,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_06",48,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",34,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",24,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",22,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",19.3,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",19,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",22.9,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",17,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",26,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_03",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",30,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",23,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_03",17,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",32.9,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",7,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",48,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",25.8,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",45.4,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",32,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",13,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",28.8,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",50.5,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",29,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",8,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",16.2,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",8,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwindNWPlatform","General",21,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",27,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",24.7,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwindNWPlatform","General",32,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",15,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",28,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",25,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",12,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",30,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",25,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",12,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",26,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","General",31,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","General",28,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",12,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","General",35,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",23,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",26,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",10,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",11,"Not Feeding",NA
"Haustrum haustorium",2004,"CapeFoulwindNWPlatform","General",29,"Not Feeding",NA
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_01",11,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",29,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",38,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",43,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",31.7,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",22,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",50,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",37,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",27,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",25,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",24,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",28,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",51,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",40,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",18,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",25,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",26,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",24,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",48,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",21,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",34,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",31,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",22,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",56,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",18,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",47,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",23,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",14,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",9,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",34,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",22,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",22,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",30,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",21,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",9,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",16,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",18,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",41,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",12,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",25,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",7,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",9,"Not Feeding",NA
"Haustrum haustorium",2004,"FirstBay","Area_02",36,"Not Feeding",NA
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_06",7,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",11,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",29,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",53,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",40,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",30,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",23,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",33,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",30,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",21,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",37,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",20,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",35,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",47,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",31,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",50,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",41,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",49,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",45,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",43,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",46,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",31,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",32,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",45,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","General",31,"Not Feeding",NA
"Haustrum haustorium",2004,"LimestoneBayPoint","General",28,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",38,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",23,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",24,"Not Feeding",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","General",21,"Not Feeding",NA
"Haustrum haustorium",2004,"TaurangaHead","Area_02",24,"Not Feeding",NA
